Orgao Responsável,Título,Link,Tipo,Data de Publicação,Resultado
PETBIO PONTAL,Edital de seleção para ingresso no PET do curso de Ciências Biológicas - Campus Pontal,http://www.editais.ufu.br/node/748,Programa PET,02/08/2011,Não Publ.
PREFE,Proc. Seletivo para Estágio - Prefeitura Universitária - para Alunos de Vários Cursos,http://www.editais.ufu.br/node/744,Estágio UFU,27/07/2011,Não Publ.
CEaD/FACED,Proc. Seletivo para Estágio - CEAD - para alunos de Licenciaturas,http://www.editais.ufu.br/node/741,Estágio UFU,25/07/2011,Não Publ.
EDUFU,Proc. Seletivo para Estágio - EDUFU- para alunos de Letras,http://www.editais.ufu.br/node/734,Estágio UFU,14/07/2011,Não Publ.
ICBIM,Seleção de Monitores p/ o 2° Semestre de 2011 - Anatomia Humana,http://www.editais.ufu.br/node/735,Monitoria,14/07/2011,Não Publ.
HC/UFU,Proc. Seletivo para Estágio - Clínica Médica do HCU/UFU - para alunos de Artes Visuais,http://www.editais.ufu.br/node/705,Estágio UFU,16/06/2011,Não Publ.
HC/UFU,Proc. Seletivo para Estágio - BioEngenharia do HCU/UFU - para alunos de Arquitetura e Urbanismo,http://www.editais.ufu.br/node/700,Estágio UFU,09/06/2011,Não Publ.
CEPEPE/HC-UFU,Proc. Seletivo para Estágio - CEPEPE do HC/UFU - para alunos de Artes Visuais,http://www.editais.ufu.br/node/693,Estágio UFU,02/06/2011,Não Publ.
CEaD / FAGEN,Proc. Seletivo p/ Estagiário - EaD/FAGEN,http://www.editais.ufu.br/node/687,Estágio UFU,25/05/2011,Não Publ.
GDHS/HC-UFU,Edital para Proc. Seletivo p/ Estagiário - Gerência de Informações Hospitalares -Área de Estatística,http://www.editais.ufu.br/node/686,Estágio UFU,24/05/2011,Não Publ.
DRII,Edital para Proc. Seletivo p/ Estagiário - DRII - Alunos de todas as graduações,http://www.editais.ufu.br/node/683,Estágio UFU,23/05/2011,Não Publ.
GDHS/HC-UFU,Proc. Seletivo p/ Estagiário - Gestão de Desenvolvimento Humano em Saúde HC/UFU - Artes Visuais,http://www.editais.ufu.br/node/679,Estágio UFU,19/05/2011,Não Publ.
EDUFU,Proc. Seletivo p/ Estagiário - EDUFU - Para diversos cursos,http://www.editais.ufu.br/node/677,Estágio UFU,18/05/2011,Não Publ.
FAEPU/HC-UFU,Proc. Seletivo p/ Estagiário - Administração ou Ciências Contábeis - HC/UFU,http://www.editais.ufu.br/node/660,Estágio UFU,02/05/2011,Não Publ.
FAEFI,Seleção de monitoria voluntária de eventos - 2011,http://www.editais.ufu.br/node/654,Monitoria,26/04/2011,Não Publ.
GDHS/HC-UFU,Proc. Seletivo p/ Estagiário - Gerência Informações Hospitalares HC/UFU,http://www.editais.ufu.br/node/649,Estágio UFU,19/04/2011,Não Publ.
ESEBA,"Processo Seletivo de estagiários para alunos Pedagogia, Letras ou Jornalismo",http://www.editais.ufu.br/node/646,Estágio UFU,14/04/2011,Não Publ.
GDHS/HC-UFU,Proc. Seletivo p/ Estagiário - HC/Estatistica,http://www.editais.ufu.br/node/643,Estágio UFU,12/04/2011,Não Publ.
GDHS/HC-UFU,Proc. Seletivo p/ Estagiário - Gestão de Processos HC/UFU,http://www.editais.ufu.br/node/635,Estágio UFU,11/04/2011,Não Publ.
SISBI,Edital para Proc. Seletivo p/ Estagiário - Bibliotecas - UFU,http://www.editais.ufu.br/node/634,Estágio UFU,07/04/2011,Não Publ.
CEPEPE/HC-UFU,Proc. Seletivo p/ Estagiário - CEPEPE/HC-UFU,http://www.editais.ufu.br/node/632,Estágio UFU,06/04/2011,Não Publ.
DIREF/HCU-UFU,Edital para Proc. Seletivo p/ Estagiário - DIREF/HCU-UFU,http://www.editais.ufu.br/node/633,Estágio UFU,06/04/2011,Não Publ.
PROPP,Proc. Seletivo p/ Estagiário - PROPP,http://www.editais.ufu.br/node/626,Estágio UFU,01/04/2011,Não Publ.
CREDESH HCU/FU,Proc. Seletivo p/ Estagiário - CREDESH,http://www.editais.ufu.br/node/618,Estágio UFU,28/03/2011,Não Publ.
HC/UFU,Proc. Seletivo p/ Estagiário - Bioengenharia do HC/UFU,http://www.editais.ufu.br/node/619,Estágio UFU,28/03/2011,Não Publ.
DIRPE/PROPP,Programa Institucional de bolsas de Iniciação Científica – PIBIC / CNPq/UFU,http://www.editais.ufu.br/node/606,Inic. Científica,17/03/2011,Não Publ.
COPSIA,Proc. Seletivo p/ Estagiário - Atuação na COPSIA - alunos do curso de Direito,http://www.editais.ufu.br/node/601,Estágio UFU,14/03/2011,Não Publ.
CTI,"Proc. Seletivo p/ Estagiário - C. Computação, Engenharia, Sistema e Gestão da Informação",http://www.editais.ufu.br/node/597,Estágio UFU,10/03/2011,Não Publ.
DIRAM,"Proc. Seletivo para Estagiários - DIRAM/DIALM/DIMAN/DIPAT - Administração, C. Contábeis e Eng. Elétrica",http://www.editais.ufu.br/node/588,Estágio UFU,03/03/2011,Não Publ.
FAMED,"Proc. Seletivo para Estagiários - Disque Amamentação - Enfermagem, Nutrição e Medicina",http://www.editais.ufu.br/node/583,Estágio UFU,01/03/2011,Não Publ.
ESTES,Proc. Seletivo p/ Estagiário - para Alunos do curso de Técnico em Prótese Dentária,http://www.editais.ufu.br/node/584,Estágio UFU,01/03/2011,Não Publ.
ESTES,Proc. Seletivo p/ Estagiário - para Alunos do curso de Administração,http://www.editais.ufu.br/node/585,Estágio UFU,01/03/2011,Não Publ.
ICBIM,Seleção de Monitores - Área de Ciências Fisiológicas-2011/1,http://www.editais.ufu.br/node/581,Monitoria,28/02/2011,Não Publ.
PROGRAD,Proc. Seletivo para Estagiário para atuação na PROGRAD - Campus do Pontal - Para alunos de Todas as Graduações,http://www.editais.ufu.br/node/576,Estágio UFU,23/02/2011,Não Publ.
EDUFU,Proc. Seletivo para Estagiários para atuação na EDUFU,http://www.editais.ufu.br/node/577,Estágio UFU,23/02/2011,Não Publ.
ICBIM,Seleção de Monitores - Área de Morfologia/Histologia-2011/1,http://www.editais.ufu.br/node/573,Monitoria,22/02/2011,Não Publ.
DIRPL,Proc. Seletivo p/ Estagiário - Diretoria de Planejamento,http://www.editais.ufu.br/node/571,Estágio UFU,21/02/2011,Não Publ.
HC/UFU,Proc. Seletivo p/ Estagiário - Arquitetura e Urbanismo - BioEngenharia do HC/UFU (Campus Umuarama),http://www.editais.ufu.br/node/572,Estágio UFU,21/02/2011,Não Publ.
INFIS,Seleção de Monitores p/ o 1° Semestre de 2011 - Instituto de Física,http://www.editais.ufu.br/node/569,Monitoria,17/02/2011,Não Publ.
FAMAT,Seleção de Monitores p/ o 1° Semestre de 2011,http://www.editais.ufu.br/node/566,Monitoria,16/02/2011,Não Publ.
DIRQS/SIAPS,Proc. Seletivo p/ Estagiário Psicologia - Setor Integrado de Ações Psicossociais (Campus Umuarama),http://www.editais.ufu.br/node/564,Estágio UFU,15/02/2011,Não Publ.
PREFE/DIRINFRA,Proc. Seletivo p/ Estagiário - Estágio para atuação na PREFE/DIRINFA,http://www.editais.ufu.br/node/560,Estágio UFU,10/02/2011,Não Publ.
DIRPS/DIRAC/SESTA,Proc. Seletivo p/ Estagiário - 26 Vagas de Estágio para Atuação na PROGRAD,http://www.editais.ufu.br/node/554,Estágio UFU,09/02/2011,Não Publ.
ICBIM,Seleção de Monitores p/ o 1° Semestre de 2011 - Anatomia Humana,http://www.editais.ufu.br/node/546,Monitoria,02/02/2011,Não Publ.
NEAB-UFU,Proc. Seletivo p/ Estagiários(as) - Bolsistas para o Curso de Formação Inicial,http://www.editais.ufu.br/node/535,Estágio UFU,19/01/2011,Não Publ.
CEPAE,Proc. Seletivo para Estagiário Educação - CEPAE,http://www.editais.ufu.br/node/459,Estágio UFU,06/12/2010,Não Publ.
SESTA,Proc. Seletivo p/ Estagiários - Ciência da Computação/Administração/Ciências Contábeis,http://www.editais.ufu.br/node/458,Estágio UFU,02/12/2010,Não Publ.
SESTA,Oportunidade de estágio para os cursos de Química e Engenharia Química,http://www.editais.ufu.br/node/401,Estágio UFU,21/11/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários Indústria Automotiva - Cursos de Engenharia,http://www.editais.ufu.br/node/348,Estágio UFU,15/11/2010,Não Publ.
DIREN,Proc. Seletivo para PET Matemática - FACIP,http://www.editais.ufu.br/node/349,Programa PET,15/11/2010,Não Publ.
DIREN,Proc. Seletivo para PET Conexões de Saberes - FACIP,http://www.editais.ufu.br/node/350,Programa PET,15/11/2010,Não Publ.
DIREN,Proc. Seletivo p/ PET Conexões de Saberes Jornalismo/Pedagogia e Licenciaturas,http://www.editais.ufu.br/node/351,Programa PET,15/11/2010,Não Publ.
DIREN,Proc. Seletivo para PET - FAMEV,http://www.editais.ufu.br/node/352,Programa PET,15/11/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários Monsanto - Diversas Áreas,http://www.editais.ufu.br/node/323,Estágio UFU,10/11/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários Yes! Idiomas - Letras,http://www.editais.ufu.br/node/322,Estágio UFU,09/11/2010,Não Publ.
SEABE,Proc. Seletivo para Bolsista de Extensão - Projeto UFU ATIVA,http://www.editais.ufu.br/node/295,Estágio UFU,06/11/2010,Não Publ.
CTI,Proc. Seletivo para Estagiário(a) - Centro de Tecnologia da Informação,http://www.editais.ufu.br/node/252,Estágio UFU,28/10/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiário - Solução Escola de Profissões,http://www.editais.ufu.br/node/222,Estágio UFU,24/10/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - C. Contábeis/ Economia/Administração/Engenharia,http://www.editais.ufu.br/node/223,Estágio UFU,24/10/2010,Não Publ.
PROEX,Proc. Seletivo para Estagiários - Administração/ C.Contábeis/ C.Econômicas,http://www.editais.ufu.br/node/148,Estágio UFU,20/10/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Vaga de Engenheiro Júnior,http://www.editais.ufu.br/node/153,Estágio UFU,20/10/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Área de TI,http://www.editais.ufu.br/node/125,Estágio UFU,19/10/2010,Não Publ.
FAEPU,Proc. Seletivo para Estagiários - Administração/Enfermagem,http://www.editais.ufu.br/node/117,Estágio UFU,18/10/2010,Não Publ.
DIROB,Proc. Seletivo para Estagiários - Diretoria de Infraestrutura,http://www.editais.ufu.br/node/92,Estágio UFU,17/10/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Computação e Eng. Elétrica,http://www.editais.ufu.br/node/94,Estágio UFU,17/10/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Pedagogia - ESEBA,http://www.editais.ufu.br/node/95,Estágio UFU,17/10/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Medic. Veterinária - Sadia,http://www.editais.ufu.br/node/96,Estágio UFU,17/10/2010,Não Publ.
DIREX/PROEX,Proc. Seletivo para Estagiário(a) - Voluntário Salão PROEX,http://www.editais.ufu.br/node/12,Estágio UFU,13/10/2010,Não Publ.
SISBI,Proc. Seletivo para Estagiário - Biblioteca,http://www.editais.ufu.br/node/18,Estágio UFU,13/10/2010,Não Publ.
DRII,Proc. Seletivo para Estagiários - DRII,http://www.editais.ufu.br/node/11,Estágio UFU,12/10/2010,Não Publ.
DICULT/PROEX,Proc. Seletivo para Bolsista de Extensão - PROEX,http://www.editais.ufu.br/node/14,Estágio UFU,12/10/2010,Não Publ.
INFIS,Proc. Seletivo para Estagiário - INFIS,http://www.editais.ufu.br/node/17,Estágio UFU,08/10/2010,Não Publ.
SEABE,Proc. Seletivo para Bolsista de Extensão - SEABE,http://www.editais.ufu.br/node/20,Inic. Científica,30/09/2010,Não Publ.
SETAS,Proc. Seletivo para Estagiário - Yes!Idiomas,http://www.editais.ufu.br/node/63,Estágio UFU,30/09/2010,Não Publ.
SEABE,Proc. Seletivo p/ Bolsista de Extensão - SEABE,http://www.editais.ufu.br/node/39,Inic. Científica,28/09/2010,Não Publ.
SEABE,Processo Seletivo para bolsista de Extensão - SEABE,http://www.editais.ufu.br/node/65,Inic. Científica,22/09/2010,Não Publ.
SETAS,Vagas de estágio na empresa Yes Idiomas,http://www.editais.ufu.br/node/69,Estágio UFU,20/09/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiário(a) - EaD FAGEN,http://www.editais.ufu.br/node/54,Estágio UFU,16/09/2010,Não Publ.
SEABE,Processo Seletivo para Bolsista de Extensão,http://www.editais.ufu.br/node/72,Estágio UFU,15/09/2010,Não Publ.
DIEBS,Processo Seletivo para Bolsista de Extensão,http://www.editais.ufu.br/node/75,Estágio UFU,15/09/2010,Não Publ.
NEAB/IQUFU,Seleção de Bolsistas para História e Cultura Afro-Brasileira e Africana - NEAB/IQUFU,http://www.editais.ufu.br/node/43,Estágio UFU,13/09/2010,Não Publ.
FAEPU,Proc. Seletivo para Estagiário - FAEPU,http://www.editais.ufu.br/node/36,Estágio UFU,02/09/2010,Não Publ.
PROGRAD,Oportunidade de Estágio na empresa Cielo - PROGRAD,http://www.editais.ufu.br/node/35,Estágio UFU,01/09/2010,Não Publ.
PROEX,Proc. Seletivo para Bolsista de Extensão - SEABE,http://www.editais.ufu.br/node/33,Estágio UFU,30/08/2010,Não Publ.
INBIO,Proc. Seletivo para o PRODOC,http://www.editais.ufu.br/node/360,Estágio UFU,27/08/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Área de decoração - Curso de Decoração e/ou Arquitetura,http://www.editais.ufu.br/node/111,Estágio UFU,25/08/2010,Não Publ.
DIRPE,Processo Seletivo para Bolsista de Iniciação Científica - PROPP,http://www.editais.ufu.br/node/361,Inic. Científica,25/08/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - ENERGISA - Vários cursos,http://www.editais.ufu.br/node/112,Estágio UFU,24/08/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - MARTINS,http://www.editais.ufu.br/node/116,Estágio UFU,24/08/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - ALCOA,http://www.editais.ufu.br/node/110,Estágio UFU,19/08/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Educação Física - IEL,http://www.editais.ufu.br/node/119,Estágio UFU,19/08/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Pedagogia - IEL,http://www.editais.ufu.br/node/120,Estágio UFU,19/08/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - CTBC - Engenharia Elétrica ou Mecânica,http://www.editais.ufu.br/node/122,Estágio UFU,19/08/2010,Não Publ.
DIRCO,"Proc. Sel. p/ Estagiário - Diretoria de Comunicação - Artes Visuais, Arquitetura e Letras",http://www.editais.ufu.br/node/227,Estágio UFU,18/08/2010,Não Publ.
PROGRAD,Proc. Seletivo para Bolsistas - ESTES - Programa de Bolsas de Educação Profissional,http://www.editais.ufu.br/node/230,Estágio UFU,18/08/2010,Não Publ.
ESEBA,"Proc. Sel. p/ Bolsista - Projeto ""O ensino de língua port., literatura e as novas tecnologias""",http://www.editais.ufu.br/node/229,Estágio UFU,17/08/2010,Não Publ.
SESTA,Seleção de Alunos p/ Liga de Urgência e Emergência em Enfermagem,http://www.editais.ufu.br/node/70,Estágio UFU,16/08/2010,Não Publ.
FAFCS/DECIS,Proc. Seletivo para Estagiário - FAFCS/DECIS,http://www.editais.ufu.br/node/74,Estágio UFU,16/08/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiário - Ser Humano,http://www.editais.ufu.br/node/104,Estágio UFU,05/08/2010,Não Publ.
PROGRAD/PREFE,Proc. Seletivo para Estagiário - PROGRAD/PREFE,http://www.editais.ufu.br/node/118,Estágio UFU,30/07/2010,Não Publ.
PROGRAD,Programa Trainee SOUZA CRUZ,http://www.editais.ufu.br/node/80,Estágio UFU,28/07/2010,Não Publ.
PROGRAD,Estágio na SUPRAM - Aluno Direito,http://www.editais.ufu.br/node/82,Estágio UFU,27/07/2010,Não Publ.
PROGRAD,Processo Seletivo p/ Estagiário(a),http://www.editais.ufu.br/node/88,Estágio UFU,26/07/2010,Não Publ.
ICBIM,Seleção de Monitores p/ o 2° Semestre de 2010 - ICBIM,http://www.editais.ufu.br/node/98,Inic. Científica,23/07/2010,Não Publ.
DIROR,Processo Seletivo p/ Estagiário(a) - DIROR,http://www.editais.ufu.br/node/141,Estágio UFU,12/07/2010,Não Publ.
GDHS,Processo Seletivo p/ Estagiário(a) - Engenharia Mecânica,http://www.editais.ufu.br/node/147,Estágio UFU,12/07/2010,Não Publ.
DIRPS,Processo Seletivo p/ Estagiário(a) - DIRPS,http://www.editais.ufu.br/node/151,Estágio UFU,07/07/2010,Não Publ.
FAMAT,Proc. Seletivo para Estagiários - Matemática,http://www.editais.ufu.br/node/193,Estágio UFU,18/06/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - TECSAAS,http://www.editais.ufu.br/node/244,Estágio UFU,16/06/2010,Não Publ.
SESTA,Vaga de Estágio para Engenharia - Jonh Deere,http://www.editais.ufu.br/node/160,Estágio UFU,14/06/2010,Não Publ.
SESTA,Vaga de Estágio para Ciências Econômicas e Administração,http://www.editais.ufu.br/node/172,Estágio UFU,02/06/2010,Não Publ.
SESTA,Vaga de Estágio na Asul - Associação dos Surdos de Uberlândia,http://www.editais.ufu.br/node/177,Estágio UFU,02/06/2010,Não Publ.
SESTA,Vaga de Estágio na D'Paschoal - Diversos Cursos,http://www.editais.ufu.br/node/178,Estágio UFU,02/06/2010,Não Publ.
SESTA,Vaga de Estágio na TV Vitoriosa,http://www.editais.ufu.br/node/180,Estágio UFU,02/06/2010,Não Publ.
SESTA,Vaga de estágio no Tribanco - Vários Cursos,http://www.editais.ufu.br/node/187,Estágio UFU,01/06/2010,Não Publ.
SESTA,Estágio para Administração - DMAE,http://www.editais.ufu.br/node/189,Estágio UFU,31/05/2010,Não Publ.
NEAB,Sel. de estagiário no Curso de Formação Inicial em História e Cultura Afro-Brasileira e Africana,http://www.editais.ufu.br/node/190,Estágio UFU,31/05/2010,Não Publ.
PROEX,Processo Seletivo p/ Bolsista de Extensão - PROEX,http://www.editais.ufu.br/node/191,Estágio UFU,28/05/2010,Não Publ.
SESTA,Vaga de Estágio na TV Goiânia - TI,http://www.editais.ufu.br/node/251,Estágio UFU,27/05/2010,Não Publ.
PROEX,Processo Seletivo p/ Bolsista de Extensão - PROEX/PROPLAD,http://www.editais.ufu.br/node/255,Estágio UFU,24/05/2010,Não Publ.
SESTA,Vaga de Estágio - COOB VANTRESS - Alunos Veterinária,http://www.editais.ufu.br/node/257,Estágio UFU,21/05/2010,Não Publ.
SESTA,Vaga de Estágio pelo Instituto Capacitare,http://www.editais.ufu.br/node/259,Estágio UFU,20/05/2010,Não Publ.
SESTA,Vaga de Estágio para Engenharia Química e Química,http://www.editais.ufu.br/node/260,Estágio UFU,19/05/2010,Não Publ.
SESTA,Vaga Estagiário Instituto Algar,http://www.editais.ufu.br/node/261,Estágio UFU,17/05/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - DMAE,http://www.editais.ufu.br/node/198,Estágio UFU,11/05/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Museu Universitário,http://www.editais.ufu.br/node/202,Estágio UFU,11/05/2010,Não Publ.
PROEX/PROPLAD,Proc. Seletivo para Bolsista de Extensão - PROEX/PROPLAD,http://www.editais.ufu.br/node/203,Inic. Científica,11/05/2010,Não Publ.
DIRPD,Proc. Seletivo para Estagiários - DIRPD,http://www.editais.ufu.br/node/232,Estágio UFU,07/05/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - Minastech,http://www.editais.ufu.br/node/234,Estágio UFU,04/05/2010,Não Publ.
SESTA,Estágio para Administração ou Ciências Contábeis,http://www.editais.ufu.br/node/206,Estágio UFU,29/04/2010,Não Publ.
SESTA,Estágio para alunos do curso de Direito,http://www.editais.ufu.br/node/209,Estágio UFU,29/04/2010,Não Publ.
PROEX,Processo Seletivo para bolsistas de extensão,http://www.editais.ufu.br/node/210,Estágio UFU,28/04/2010,Não Publ.
PROEX,Edital UFU/PROEX nº 46 DIPEX Vaga estagiário para Curso de Matemática,http://www.editais.ufu.br/node/212,Estágio UFU,27/04/2010,Não Publ.
SESTA,Vaga de Estágio Administração NUBE,http://www.editais.ufu.br/node/213,Estágio UFU,27/04/2010,Não Publ.
SESTA,Vaga de Estágio - área Financeira/Logistica,http://www.editais.ufu.br/node/218,Estágio UFU,23/04/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiário - IEL,http://www.editais.ufu.br/node/269,Estágio UFU,15/04/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiário - ACIUB,http://www.editais.ufu.br/node/271,Estágio UFU,15/04/2010,Não Publ.
DIRPD,Proc. Seletivo para Estagiário(a) - DIRPD,http://www.editais.ufu.br/node/298,Estágio UFU,09/04/2010,Não Publ.
PROEX,Processo seletivo para bolsista em projeto de extensão,http://www.editais.ufu.br/node/302,Estágio UFU,30/03/2010,Não Publ.
SESTA,Duas vagas de Estágio no YES Idiomas,http://www.editais.ufu.br/node/282,Estágio UFU,29/03/2010,Não Publ.
SINTET/UFU,Vaga de Estágio no SINTE-UFU - Alunos do Curso de Artes Visuais,http://www.editais.ufu.br/node/284,Estágio UFU,29/03/2010,Não Publ.
SESTA,Vaga de Trainee para Engenharia - MONSANTO,http://www.editais.ufu.br/node/278,Estágio UFU,26/03/2010,Não Publ.
SESTA,"Vaga de Estágio para Administração, Ciências Contábeis e Ciências Econômicas",http://www.editais.ufu.br/node/272,Estágio UFU,25/03/2010,Não Publ.
PROGRAD,Estágio para Alunos da Administração e Sistemas de Informação,http://www.editais.ufu.br/node/273,Estágio UFU,25/03/2010,Não Publ.
DIRPD,Vaga de Estágio na área de Computação - DIRPD - UFU,http://www.editais.ufu.br/node/305,Estágio UFU,23/03/2010,Não Publ.
PROEX,Processo Seletivo para Bolsista de Extensão,http://www.editais.ufu.br/node/308,Estágio UFU,22/03/2010,Não Publ.
SESTA,Vaga de Emprego - PRODOCTOR RX,http://www.editais.ufu.br/node/309,Estágio UFU,19/03/2010,Não Publ.
SESTA,Vaga de Estágio Hospital Santa Genoveva - Alunos de Engenharia Civil,http://www.editais.ufu.br/node/312,Estágio UFU,18/03/2010,Não Publ.
SESTA,Vaga de Estágio Engenharia Biomédica,http://www.editais.ufu.br/node/314,Estágio UFU,18/03/2010,Não Publ.
SESTA,Vaga de Estágio para Pedagogia,http://www.editais.ufu.br/node/315,Estágio UFU,18/03/2010,Não Publ.
SESTA,Vaga de Estágio no Serviço Social,http://www.editais.ufu.br/node/316,Estágio UFU,18/03/2010,Não Publ.
SESTA,Oportunidade de Estágio Coca-Cola,http://www.editais.ufu.br/node/324,Estágio UFU,17/03/2010,Não Publ.
PROGRAD,Seleção de Estagiário Para Atuação na Diretoria Financeira,http://www.editais.ufu.br/node/328,Estágio UFU,15/03/2010,Não Publ.
SESTA,Vaga de Estágio no Hemocentro de Uberlândia,http://www.editais.ufu.br/node/329,Estágio UFU,15/03/2010,Não Publ.
SESTA,Vaga de estágio - Peixoto Atacadista,http://www.editais.ufu.br/node/331,Estágio UFU,15/03/2010,Não Publ.
SESTA,Vaga para Alunos da Pedagogia,http://www.editais.ufu.br/node/332,Estágio UFU,15/03/2010,Não Publ.
SESTA,Vaga - Trainee L'ORÉAL,http://www.editais.ufu.br/node/334,Estágio UFU,15/03/2010,Não Publ.
SESTA,Vaga de Estágio para Ciência da Computação e Sistemas de Informação,http://www.editais.ufu.br/node/335,Estágio UFU,15/03/2010,Não Publ.
SESTA,Vaga para estágio em editoração eletrônica,http://www.editais.ufu.br/node/345,Estágio UFU,10/03/2010,Não Publ.
SESTA,Estádio Hemocento Regional de Uberlândia - Alunos da Pedagogia,http://www.editais.ufu.br/node/330,Estágio UFU,09/03/2010,Não Publ.
SESTA,Processo Seletivo para Estagiário - Pontal,http://www.editais.ufu.br/node/341,Estágio UFU,09/03/2010,Não Publ.
SESTA,Processo Seletivo para Estagiário - ESTES,http://www.editais.ufu.br/node/344,Estágio UFU,09/03/2010,Não Publ.
ASDRII,Seleção de Estudantes de Engenharia da UFU - Projeto BRAFITEC,http://www.editais.ufu.br/node/346,Estágio UFU,08/03/2010,Não Publ.
FADIR,Proc. Seletivo para Estagiários - Faculdade de Direito,http://www.editais.ufu.br/node/357,Estágio UFU,05/03/2010,Não Publ.
DICUT,Proc. Seletivo para Bolsista - DICUT,http://www.editais.ufu.br/node/358,Inic. Científica,05/03/2010,Não Publ.
DIPEX,Processo Seletivo para bolsista em Projeto de Extensão - DIPEX,http://www.editais.ufu.br/node/372,Inic. Científica,02/03/2010,Não Publ.
SESTA,Vaga para Estagiário de Tecnologia/Informática,http://www.editais.ufu.br/node/365,Estágio UFU,26/02/2010,Não Publ.
ESEBA,Proc. Seletivo para Estagiário - ESEBA,http://www.editais.ufu.br/node/387,Estágio UFU,26/02/2010,Não Publ.
SESTA,Processo Seletivo para estagiários no Núcleo de Assistência Judiciária,http://www.editais.ufu.br/node/368,Estágio UFU,25/02/2010,Não Publ.
SESTA,"Processo Seletivo p/ Estagiários Cursos - Adm., Contábeis, Computação",http://www.editais.ufu.br/node/370,Estágio UFU,24/02/2010,Não Publ.
SESTA,Vaga estágio para áreas Administração e/ou Ciências Contábeis,http://www.editais.ufu.br/node/371,Estágio UFU,24/02/2010,Não Publ.
SESTA,Estágio Para Alunos da Administração,http://www.editais.ufu.br/node/381,Estágio UFU,23/02/2010,Não Publ.
SESTA,Vagas de estágio para estudantes de Letras na EDUFU,http://www.editais.ufu.br/node/382,Estágio UFU,23/02/2010,Não Publ.
DIRBI,Proc. Seletivo para Estagiários na Biblioteca Santa Mônica,http://www.editais.ufu.br/node/376,Estágio UFU,17/02/2010,Não Publ.
DIRBI,Proc. Seletivo para Estagiários - Biblioteca Santa Mônica,http://www.editais.ufu.br/node/397,Estágio UFU,17/02/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários no IMA - Inst. Mineiro de Agropecuária,http://www.editais.ufu.br/node/377,Estágio UFU,11/02/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários em Administração - Powerlogic,http://www.editais.ufu.br/node/379,Estágio UFU,09/02/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiários - IBRAPP,http://www.editais.ufu.br/node/394,Estágio UFU,08/02/2010,Não Publ.
FEELT,Proc. Seletivo para Estagiário(a) - Arquitetura e Engenharia Elétrica - FEELT,http://www.editais.ufu.br/node/399,Estágio UFU,02/02/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiário - Curso de Letras - Algar,http://www.editais.ufu.br/node/400,Estágio UFU,01/02/2010,Não Publ.
FACIP,Proc. Seletivo p/ Bolsista de Extensão - FACIP,http://www.editais.ufu.br/node/408,Inic. Científica,28/01/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiário - Atacadista Peixoto,http://www.editais.ufu.br/node/403,Estágio UFU,13/01/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiário - Algar Tecnologia,http://www.editais.ufu.br/node/404,Estágio UFU,13/01/2010,Não Publ.
IQUFU,Proc. Seletivo para Estagiário - Instituto de Quimica,http://www.editais.ufu.br/node/407,Estágio UFU,13/01/2010,Não Publ.
SESTA,Proc. Seletivo para Estagiário - Webdesigner ROMEN,http://www.editais.ufu.br/node/409,Estágio UFU,12/01/2010,Não Publ.
SESTA,Divulgação Estágio TI - 2010 Empresa Peixoto,http://www.editais.ufu.br/node/414,Estágio UFU,05/01/2010,Não Publ.
SESTA,Estágio para aluno da Química - Empresa Peixoto,http://www.editais.ufu.br/node/415,Estágio UFU,05/01/2010,Não Publ.
SESTA,Vaga para Estágio - Engenharia do Grupo Selpe,http://www.editais.ufu.br/node/422,Estágio UFU,22/12/2009,Não Publ.
